tx_id,timestamp,payer_id,beneficiary_id,amount,payment_system,status,kyc_verified,risk_tier,device_ok,ip,score,reasons,flag,model_version,rule_config_version,ml_prob_STR,ml_label,norm_det,combined_score,final_flag
TX00003551,2025-12-06 19:54:16.091411,C100310,BEN5412,1310.24,UPI,completed,False,low,True,14.174.116.52,0,[],Low,deterministic-v1,rules-2025-12-09,0.0053552260126082385,Normal,0.0,0.0021420904050432955,Low
TX00000837,2025-12-06 19:56:49.091411,C100104,BEN5545,2395.09,UPI,completed,True,low,True,168.87.226.158,0,[],Low,deterministic-v1,rules-2025-12-09,0.004031636484442857,Normal,0.0,0.001612654593777143,Low
TX00001885,2025-12-06 19:57:13.091411,C100163,BEN7222,6353.67,UPI,completed,True,low,True,35.49.157.60,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.004564842131738642,Normal,0.225,0.13682593685269548,Low
TX00001624,2025-12-06 19:57:32.091411,C100372,BEN7439,3790.74,UPI,completed,True,low,True,205.11.209.115,0,[],Low,deterministic-v1,rules-2025-12-09,0.005672601764224501,Normal,0.0,0.0022690407056898004,Low
TX00001053,2025-12-06 19:58:33.091411,C100367,BEN5526,645.66,UPI,completed,True,low,True,241.190.188.11,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.5,0.3004156292177458,Medium
TX00002897,2025-12-06 19:58:54.091411,C100191,BEN3562,2816.87,UPI,reversed,True,low,True,28.106.139.192,0,['auto_reversal_sim'],Low,deterministic-v1,rules-2025-12-09,0.005856655290223307,Normal,0.0,0.0023426621160893227,Low
TX00001480,2025-12-06 19:59:14.091411,C100238,BEN5650,1255.36,UPI,completed,True,low,True,236.219.74.45,0,[],Low,deterministic-v1,rules-2025-12-09,0.00371373870598054,Normal,0.0,0.001485495482392216,Low
TX00003458,2025-12-06 20:00:39.091411,C100291,BEN3528,4299.71,NEFT,completed,True,low,True,121.38.124.226,0,[],Low,deterministic-v1,rules-2025-12-09,0.012736717343003402,Normal,0.0,0.005094686937201361,Low
TX00001519,2025-12-06 20:01:44.091411,C100129,BEN9865,899.71,UPI,completed,True,medium,True,210.104.3.152,0,[],Low,deterministic-v1,rules-2025-12-09,0.0015871937599294791,Normal,0.0,0.0006348775039717917,Low
TX00002111,2025-12-06 20:01:46.091411,C100079,BEN1235,265.47,UPI,completed,True,low,True,172.63.114.157,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009880848994000082,Normal,0.0,0.0003952339597600033,Low
TX00001960,2025-12-06 20:02:42.091411,C100020,BEN7755,1329.3,NEFT,completed,False,low,True,142.149.155.37,0,[],Low,deterministic-v1,rules-2025-12-09,0.005593424754701057,Normal,0.0,0.002237369901880423,Low
TX00002178,2025-12-06 20:04:42.091411,C100269,BEN9812,135.87,UPI,completed,False,medium,True,63.119.108.65,0,[],Low,deterministic-v1,rules-2025-12-09,0.0011896503681258976,Normal,0.0,0.0004758601472503591,Low
TX00003911,2025-12-06 20:09:57.091411,C100042,BEN8694,57.99,RTGS,completed,False,medium,True,246.53.38.199,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09,0.44756860538235166,Suspicious,0.15,0.26902744215294067,High-Risk
TX00001036,2025-12-06 20:11:27.091411,C100285,BEN4933,93.0,UPI,completed,True,low,True,167.48.165.65,0,[],Low,deterministic-v1,rules-2025-12-09,0.0008187977319673029,Normal,0.0,0.0003275190927869212,Low
TX00001733,2025-12-06 20:12:57.091411,C100083,BEN4976,124.39,UPI,completed,False,high,True,82.186.195.101,0,[],Low,deterministic-v1,rules-2025-12-09,0.0011896503681258976,Normal,0.0,0.0004758601472503591,Low
TX00000636,2025-12-06 20:14:21.091411,C100015,BEN2168,4474.16,UPI,completed,True,low,True,163.158.152.11,0,[],Low,deterministic-v1,rules-2025-12-09,0.004691085531394804,Normal,0.0,0.0018764342125579217,Low
TX00001096,2025-12-06 20:17:18.091411,C100350,BEN7539,344.23,UPI,completed,True,low,True,203.139.134.165,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009011283776608778,Normal,0.0,0.0003604513510643511,Low
TX00000906,2025-12-06 20:18:14.091411,C100156,BEN5144,5940.53,UPI,completed,True,low,True,212.195.105.151,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005602878099921803,Normal,0.225,0.13724115123996872,Low
TX00002608,2025-12-06 20:18:49.091411,C100388,BEN4120,3862.9,UPI,completed,True,low,True,54.185.61.69,0,[],Low,deterministic-v1,rules-2025-12-09,0.0062220711692189574,Normal,0.0,0.0024888284676875833,Low
TX00000474,2025-12-06 20:18:56.091411,C100225,BEN8867,1490.89,UPI,completed,False,low,True,127.33.59.162,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.005078114737527436,Normal,0.5,0.30203124589501096,Medium
TX00003130,2025-12-06 20:19:01.091411,C100384,BEN3680,1406.85,UPI,completed,True,low,True,51.88.8.54,0,[],Low,deterministic-v1,rules-2025-12-09,0.004276085325256117,Normal,0.0,0.0017104341301024469,Low
TX00002565,2025-12-06 20:20:48.091411,C100354,BEN4141,2608.16,UPI,completed,False,low,True,8.183.183.235,0,[],Low,deterministic-v1,rules-2025-12-09,0.005157007544312863,Normal,0.0,0.0020628030177251453,Low
TX00003685,2025-12-06 20:21:38.091411,C100021,BEN1344,5531.7,UPI,completed,True,medium,True,128.75.214.134,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005182023738634713,Normal,0.225,0.1370728094954539,Low
TX00000292,2025-12-06 20:21:46.091411,C100002,BEN8817,903.17,UPI,completed,False,low,True,23.33.35.4,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0028359797815215105,Normal,0.5,0.3011343919126086,Medium
TX00000684,2025-12-06 20:23:08.091411,C100317,BEN3658,565.23,UPI,completed,True,low,True,199.208.104.55,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009602335447637819,Normal,0.5,0.3003840934179055,Medium
TX00003598,2025-12-06 20:23:28.091411,C100309,BEN6408,1365.32,UPI,completed,True,low,True,189.133.166.40,0,[],Low,deterministic-v1,rules-2025-12-09,0.004086341735512528,Normal,0.0,0.0016345366942050112,Low
TX00001402,2025-12-06 20:23:32.091411,C100362,BEN3339,5532.42,UPI,completed,True,low,True,10.205.194.28,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005182023738634713,Normal,0.225,0.1370728094954539,Low
TX00002001,2025-12-06 20:23:38.091411,C100313,BEN9159,1585.3,UPI,blocked,True,low,False,74.246.248.247,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09,0.0038700929139551567,Normal,0.45,0.27154803716558207,Low
TX00002621,2025-12-06 20:24:01.091411,C100130,BEN5050,478.62,NEFT,completed,True,low,True,64.166.115.182,0,[],Low,deterministic-v1,rules-2025-12-09,0.004991753341501434,Normal,0.0,0.0019967013366005734,Low
TX00002938,2025-12-06 20:24:18.091411,C100104,BEN7577,1871.39,RTGS,completed,True,low,True,149.60.2.223,130,"['rtgs_unusual_small_amount', 'sanctions_hit']",STR,deterministic-v1,rules-2025-12-09,0.039061376794835075,Normal,0.65,0.405624550717934,Medium
TX00003078,2025-12-06 20:24:22.091411,C100383,BEN7431,564.2,UPI,completed,True,low,True,141.234.20.211,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009602335447637819,Normal,0.0,0.0003840934179055128,Low
TX00002099,2025-12-06 20:24:35.091411,C100053,BEN7583,8784.17,UPI,completed,True,low,True,125.76.249.234,0,[],Low,deterministic-v1,rules-2025-12-09,0.004629139709285489,Normal,0.0,0.0018516558837141956,Low
TX00003382,2025-12-06 20:26:07.091411,C100107,BEN2999,3124.61,UPI,completed,True,low,True,227.3.51.206,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.009292303711392794,Normal,0.5,0.3037169214845571,Medium
TX00000546,2025-12-06 20:28:36.091411,C100360,BEN7119,1746.23,UPI,completed,True,low,True,242.185.152.121,0,[],Low,deterministic-v1,rules-2025-12-09,0.003490572439713694,Normal,0.0,0.0013962289758854777,Low
TX00001486,2025-12-06 20:28:49.091411,C100075,BEN4330,934.82,UPI,completed,False,low,True,4.49.175.191,0,[],Low,deterministic-v1,rules-2025-12-09,0.0032205951661368947,Normal,0.0,0.001288238066454758,Low
TX00000765,2025-12-06 20:28:57.091411,C100292,BEN9161,620.79,UPI,completed,True,low,True,231.153.120.195,0,[],Low,deterministic-v1,rules-2025-12-09,0.0010390730443645272,Normal,0.0,0.0004156292177458109,Low
TX00000373,2025-12-06 20:29:46.091411,C100201,BEN9684,1147.7,UPI,completed,True,low,True,143.115.205.81,0,[],Low,deterministic-v1,rules-2025-12-09,0.00381994828041549,Normal,0.0,0.0015279793121661962,Low
TX00001085,2025-12-06 20:30:21.091411,C100125,BEN5887,3034.48,UPI,completed,False,low,True,156.199.224.72,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.005086121064699894,Normal,0.5,0.30203444842587995,Medium
TX00003545,2025-12-06 20:32:40.091411,C100111,BEN6832,1820.12,UPI,completed,True,low,True,78.30.170.146,0,[],Low,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.0,0.0014769464646747152,Low
TX00002882,2025-12-06 20:33:04.091411,C100052,BEN7959,7313.15,UPI,reversed,True,low,True,62.22.234.41,0,['auto_reversal_sim'],Low,deterministic-v1,rules-2025-12-09,0.0032719763066891344,Normal,0.0,0.0013087905226756538,Low
TX00002037,2025-12-06 20:33:17.091411,C100380,BEN3679,3293.96,UPI,completed,True,low,True,56.197.119.163,0,[],Low,deterministic-v1,rules-2025-12-09,0.004845665092716526,Normal,0.0,0.0019382660370866106,Low
TX00003664,2025-12-06 20:38:10.091411,C100350,BEN5934,1117.12,UPI,completed,True,low,True,165.115.67.118,0,[],Low,deterministic-v1,rules-2025-12-09,0.003884153737879374,Normal,0.0,0.0015536614951517497,Low
TX00001071,2025-12-06 20:38:16.091411,C100294,BEN4094,5801.12,UPI,completed,True,high,True,85.210.83.221,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.005436211433255137,Normal,0.225,0.13717448457330206,Low
TX00001587,2025-12-06 20:38:19.091411,C100174,BEN6187,153.9,UPI,completed,True,medium,True,182.53.48.219,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009289946853615314,Normal,0.5,0.3003715978741446,Medium
TX00001253,2025-12-06 20:38:27.091411,C100394,BEN7182,1882.68,UPI,completed,True,medium,True,135.97.195.122,0,[],Low,deterministic-v1,rules-2025-12-09,0.0035778924774762617,Normal,0.0,0.0014311569909905048,Low
TX00002579,2025-12-06 20:38:29.091411,C100083,BEN3930,2555.0,UPI,completed,False,high,True,117.48.2.172,0,[],Low,deterministic-v1,rules-2025-12-09,0.005157007544312863,Normal,0.0,0.0020628030177251453,Low
TX00003885,2025-12-06 20:40:10.091411,C100034,BEN3860,9377.93,UPI,completed,True,low,True,34.9.131.227,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.004760718656653911,Normal,0.225,0.13690428746266156,Low
TX00002286,2025-12-06 20:41:27.091411,C100370,BEN1233,4156.48,UPI,completed,True,low,True,169.28.186.218,0,[],Low,deterministic-v1,rules-2025-12-09,0.004564731067492083,Normal,0.0,0.0018258924269968333,Low
TX00000207,2025-12-06 20:41:43.091411,C100295,BEN4154,60.15,UPI,completed,True,low,True,70.37.242.181,0,[],Low,deterministic-v1,rules-2025-12-09,0.0008187977319673029,Normal,0.0,0.0003275190927869212,Low
TX00000040,2025-12-06 20:42:49.091411,C100152,BEN7214,2160.18,UPI,completed,True,low,True,53.18.26.153,0,[],Low,deterministic-v1,rules-2025-12-09,0.0040996989311613986,Normal,0.0,0.0016398795724645596,Low
TX00003722,2025-12-06 20:44:57.091411,C100334,BEN3785,3605.11,UPI,completed,False,medium,True,211.51.238.54,0,[],Low,deterministic-v1,rules-2025-12-09,0.005710930047655778,Normal,0.0,0.0022843720190623114,Low
TX00000304,2025-12-06 20:45:49.091411,C100014,BEN4954,8447.11,NEFT,completed,True,low,True,147.189.2.117,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09,0.011399014238141481,Normal,0.225,0.1395596056952566,Low
TX00003884,2025-12-06 20:46:45.091411,C100072,BEN2976,718.3,UPI,completed,True,low,True,139.94.9.114,0,[],Low,deterministic-v1,rules-2025-12-09,0.0012894508835065949,Normal,0.0,0.000515780353402638,Low
TX00001663,2025-12-06 20:46:54.091411,C100082,BEN3119,2098.71,UPI,completed,True,low,True,42.142.97.60,0,[],Low,deterministic-v1,rules-2025-12-09,0.0040996989311613986,Normal,0.0,0.0016398795724645596,Low
TX00003769,2025-12-06 20:47:00.091411,C100314,BEN4666,1138.57,UPI,blocked,True,high,False,70.28.243.246,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09,0.00381994828041549,Normal,0.45,0.2715279793121662,Low
TX00000600,2025-12-06 20:47:38.091411,C100355,BEN5478,1905.96,UPI,completed,True,low,True,157.239.196.157,0,[],Low,deterministic-v1,rules-2025-12-09,0.0035778924774762617,Normal,0.0,0.0014311569909905048,Low
TX00001810,2025-12-06 20:48:15.091411,C100086,BEN1498,702.95,UPI,completed,True,low,True,66.189.208.17,0,[],Low,deterministic-v1,rules-2025-12-09,0.0012244753605871468,Normal,0.0,0.0004897901442348587,Low
TX00001956,2025-12-06 20:48:41.091411,C100171,BEN8227,3739.48,UPI,blocked,False,low,False,60.81.179.250,190,"['ip_reputation', 'sanctions_hit']",STR,deterministic-v1,rules-2025-12-09,0.006278367094913453,Normal,0.95,0.5725113468379653,High-Risk
TX00001187,2025-12-06 20:48:44.091411,C100286,BEN3346,2939.81,UPI,completed,True,low,True,154.183.196.214,0,[],Low,deterministic-v1,rules-2025-12-09,0.0044366981711725885,Normal,0.0,0.0017746792684690356,Low
TX00001603,2025-12-06 20:48:53.091411,C100176,BEN9043,2251.75,NEFT,completed,True,low,True,189.154.233.103,0,[],Low,deterministic-v1,rules-2025-12-09,0.009112659352012342,Normal,0.0,0.003645063740804937,Low
TX00002245,2025-12-06 20:50:55.091411,C100295,BEN9761,720.13,UPI,completed,True,low,True,191.172.181.229,0,[],Low,deterministic-v1,rules-2025-12-09,0.00022466350293526532,Normal,0.0,8.986540117410614e-05,Low
TX00000844,2025-12-06 20:51:15.091411,C100355,BEN2876,433.14,UPI,completed,True,low,True,91.233.234.135,0,[],Low,deterministic-v1,rules-2025-12-09,0.00017016080678819906,Normal,0.0,6.806432271527962e-05,Low
TX00000334,2025-12-06 20:51:29.091411,C100091,BEN6883,183.16,UPI,completed,True,medium,True,65.78.191.209,0,[],Low,deterministic-v1,rules-2025-12-09,0.0009932001428254158,Normal,0.0,0.00039728005713016634,Low
TX00000780,2025-12-06 20:51:48.091411,C100008,BEN9652,1814.89,UPI,completed,False,low,True,41.211.208.236,0,[],Low,deterministic-v1,rules-2025-12-09,0.0047754981821441665,Normal,0.0,0.0019101992728576666,Low
TX00000997,2025-12-06 20:53:55.091411,C100036,BEN2317,510.03,UPI,completed,False,medium,True,72.97.148.58,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.0009914574993435885,Normal,0.5,0.3003965829997374,Medium
TX00003098,2025-12-06 20:55:29.091411,C100315,BEN4120,3513.03,UPI,completed,True,high,True,97.90.106.177,0,[],Low,deterministic-v1,rules-2025-12-09,0.004864970112021545,Normal,0.0,0.0019459880448086182,Low
TX00001457,2025-12-06 20:55:52.091411,C100262,BEN1928,1792.12,UPI,completed,True,high,True,52.198.112.60,0,[],Low,deterministic-v1,rules-2025-12-09,0.0036923661616867875,Normal,0.0,0.0014769464646747152,Low
TX00001465,2025-12-06 20:57:31.091411,C100100,BEN2520,2572.67,UPI,completed,True,low,True,98.221.198.53,0,[],Low,deterministic-v1,rules-2025-12-09,0.004031636484442857,Normal,0.0,0.001612654593777143,Low
TX00002217,2025-12-06 20:58:19.091411,C100267,BEN4714,2748.41,UPI,completed,True,low,True,220.88.142.210,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.004646487565634207,Normal,0.5,0.3018585950262537,Medium
TX00003242,2025-12-06 21:00:54.091411,C100003,BEN6667,3545.08,UPI,blocked,True,low,False,166.243.50.249,190,"['ip_reputation', 'sanctions_hit']",STR,deterministic-v1,rules-2025-12-09,0.004864970112021545,Normal,0.95,0.5719459880448086,High-Risk
TX00003842,2025-12-06 21:02:02.091411,C100223,BEN9902,3129.71,UPI,completed,True,high,True,182.136.160.32,0,[],Low,deterministic-v1,rules-2025-12-09,0.004655266674355758,Normal,0.0,0.0018621066697423032,Low
TX00003318,2025-12-06 21:03:08.091411,C100377,BEN7929,2414.73,UPI,completed,True,low,True,67.204.11.16,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09,0.004031636484442857,Normal,0.5,0.3016126545937771,Medium
TX00002503,2025-12-06 21:04:07.091411,C100231,BEN7879,2759.1,UPI,completed,True,low,True,23.130.10.153,0,[],Low,deterministic-v1,rules-2025-12-09,0.004569178328686416,Normal,0.0,0.0018276713314745664,Low
